타임스탬프,0. 당신의 성함,0. 당신의 이상형,0.1. 나의 동물상,1-1. 희망하는 자녀 수,1-2. 희망하는 자녀 구성,1-3. 자녀 갖고 싶은 시기,1-4. 생물학적 출산이 어려움 발생 시 대안,"""1. 자녀 계획 및 가족 구성 항목""에 대해 중요도 ","아이가 ""오늘만 양치 안하고 그냥 자면 안돼요? 라고 칭얼거릴 때 어떻게 하시겠습니까?  ",평소 밤 9시에 자기로 약속했습니다. 그런데 오늘 아이가 읽고 싶어 하던 동화책 시리즈의 마지막 권을 다 읽고 싶다며 30분만 더 시간을 달라고 합니다.,"경쟁 상황에서의 태도 아이가 운동 경기나 대회에서 아쉽게 2등을 했습니다. 아이는 충분히 잘했다고 기뻐하는데, 당신의 마음속 생각은?","재능 발견과 교육 아이가 특정 분야(예: 피아노, 운동)에 천재적인 재능을 보입니다. 이때 당신의 교육 방향은?","두 사람의 훈육 방식이 부딪힐 때, 누구의 의견을 따라야 한다고 생각하시나요?","한 명은 퇴근 후 아이와 놀아주고, 한 명은 밀린 집안일을 해야 하는 상황입니다.",맞벌이 상황 등에서 조부모님이 아이를 봐주겠다고 제안하신다면?,"양가 어르신들이 본인의 가치관과 다른 육아 조언(예: ""애를 너무 손타게 키운다"", ""사탕 좀 주면 어떠냐"")을 하실 때 당신의 생각은?","주말에 아이와 동물원에 가기로 했는데, 아침에 일어나니 갑자기 비가 옵니다. 이때 당신의 반응은?",아이의 교육 자금이나 미래 리스크를 대비하는 당신의 생각은?,4-1. 자녀 교육비/양육비 지출 비중,"4-2. 육아 휴직, 양육 부담","""4. 경제적 지원 및 가사 분담""에 대해 중요도 ","5-1. 자녀 가치관, 어떤 사람이 되길 바라는가? ","""5. 자녀 가치관""에 대해 중요도 ",Unnamed: 23
2026/02/21 1:46:32 PM GMT+9,윤도아,여우상,여우상,2명,"딸 1명, 아들 1명",결혼 즉시,의학적 도움 적극 시도,2,1,5,5,5,3,3,4,3,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",3,
2026/03/04 12:13:31 AM GMT+9,문겸태,곰상,꼬부기상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,2,2,5,5,1,3,2,4,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",5,
2026/03/08 10:07:56 AM GMT+9,전림혜,여우상,오리상,2명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도;입양 고려;무자녀,2,1,4,4,4,4,2,3,3,4,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"도덕적, 타인 배려",2,
2026/02/25 3:59:50 AM GMT+9,배윤연,고양이상,강아지상,1명,"딸 1명, 아들 1명",경제적 안정 후,입양 고려,2,2,4,4,3,4,2,4,2,2,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",5,https://drive.google.com/u/0/open?usp=forms_web&id=1vIzRJ4Im86hUXmTW1R7XuSG_LbEnWW9J
2026/02/28 5:09:53 AM GMT+9,한라하,곰상,여우상,1명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,무자녀;의학적 도움 적극 시도,4,1,5,5,2,4,5,3,3,1,1,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"자신이 좋아하는 일, 행복",2,
2026/03/08 11:39:57 PM GMT+9,윤솔솔,쿼카상,강아지상,1명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,4,1,5,4,3,2,4,1,1,5,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",1,
2026/03/08 5:44:00 AM GMT+9,최찬예,곰상,곰상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도;입양 고려,2,1,4,5,4,4,2,3,2,2,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"도덕적, 타인 배려",2,
2026/02/24 12:21:35 PM GMT+9,손민별,토끼상,강아지상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,4,2,5,4,2,4,4,4,4,4,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",1,
2026/02/27 8:17:44 PM GMT+9,백준예,여우상,여우상,1명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려;의학적 도움 적극 시도,4,1,4,5,4,2,5,5,2,4,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"도덕적, 타인 배려",3,
2026/03/07 7:11:45 AM GMT+9,장빈온,쿼카상,말상,2명,"딸 1명, 아들 1명",경제적 안정 후,입양 고려,2,1,4,5,4,4,2,3,2,2,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",2,
2026/02/27 7:20:30 PM GMT+9,허서훈,강아지상,도룡뇽상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,2,1,5,4,2,4,5,4,2,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",5,
2026/03/06 9:39:15 AM GMT+9,김림훈,오리상,공룡상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,4,5,5,5,5,5,1,1,2,1,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",5,"회복탄력성, 생활력 강한 사람",5,
2026/02/28 8:11:41 PM GMT+9,임예윤,꼬부기상,늑대상,1명,오직 딸,경제적 안정 후,입양 고려,2,2,4,5,5,2,1,2,2,2,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",2,
2026/03/02 4:27:48 AM GMT+9,이은경,도룡뇽상,햄스터상,2명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,2,2,4,4,4,5,2,4,3,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/03/06 8:36:55 AM GMT+9,문우라,여우상,늑대상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도,2,1,4,3,2,4,5,4,2,4,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",4,
2026/02/24 11:56:54 AM GMT+9,양서우,원숭이상,원숭이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,2,1,4,5,4,1,1,4,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"자신이 좋아하는 일, 행복",3,
2026/03/01 11:10:35 AM GMT+9,양경민,쿼카상,원숭이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려;의학적 도움 적극 시도,3,2,5,4,2,3,2,4,2,4,4,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",5,
2026/02/23 4:52:38 PM GMT+9,정훈성,도룡뇽상,말상,2명,오직 딸,경제적 안정 후,무자녀,1,1,5,3,3,4,1,3,3,5,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",4,
2026/02/22 10:13:43 PM GMT+9,강린솔,곰상,코알라상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,3,3,4,4,4,4,4,4,2,4,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",3,
2026/03/03 5:30:18 PM GMT+9,조찬린,여우상,고양이상,2명,오직 딸,경제적 안정 후,입양 고려;무자녀,1,1,5,3,3,4,1,3,3,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",4,
2026/03/07 1:48:59 AM GMT+9,최아겸,강아지상,오리상,2명,"딸 1명, 아들 1명",경제적 안정 후,입양 고려;의학적 도움 적극 시도,2,1,4,5,4,4,4,3,2,1,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",2,
2026/03/02 9:56:56 AM GMT+9,남현라,여우상,꼬부기상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,2,3,2,5,5,4,5,5,2,5,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",3,
2026/02/26 11:37:16 PM GMT+9,장진주,여우상,햄스터상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,4,3,4,4,2,5,4,4,4,4,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"회복탄력성, 생활력 강한 사람",3,https://drive.google.com/u/0/open?usp=forms_web&id=1vIzRJ4Im86hUXmTW1R7XuSG_LbEnWW9J
2026/02/25 5:22:37 PM GMT+9,홍우태,여우상,고양이상,2명,오직 딸,결혼 즉시,입양 고려;의학적 도움 적극 시도;무자녀,2,1,5,5,5,4,5,2,1,5,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"경제적 성공, 사회적 지위",3,
2026/03/06 9:52:39 PM GMT+9,황찬빈,도룡뇽상,도룡뇽상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,5,3,5,5,2,5,2,1,1,5,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",5,"회복탄력성, 생활력 강한 사람",5,
2026/02/27 7:52:14 AM GMT+9,남주현,너구리상,곰상,2명,오직 딸,경제적 안정 후,무자녀,2,1,4,4,5,1,5,4,4,4,3,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",2,
2026/02/24 11:19:43 PM GMT+9,손주라,토끼상,코알라상,2명,오직 딸,경제적 안정 후,입양 고려;의학적 도움 적극 시도,2,2,4,5,4,1,2,4,1,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",4,
2026/02/22 1:18:59 PM GMT+9,신준찬,여우상,너구리상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,3,2,5,5,2,5,2,4,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",5,
2026/02/26 4:30:35 AM GMT+9,심현찬,쿼카상,오리상,2명,"딸 1명, 아들 1명",결혼 즉시,의학적 도움 적극 시도,5,2,4,4,4,4,4,2,4,5,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"도덕적, 타인 배려",3,
2026/02/27 11:53:01 AM GMT+9,심영수,오리상,오리상,2명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도;무자녀,2,1,2,5,3,4,2,3,2,2,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"도덕적, 타인 배려",1,
2026/02/23 11:46:34 PM GMT+9,배린빈,여우상,원숭이상,그 이상,되는대로,경제적 안정 후,의학적 도움 적극 시도;입양 고려,1,1,4,5,3,5,4,3,1,5,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/03/02 8:05:12 AM GMT+9,배태린,강아지상,늑대상,2명,딸2 아들1,결혼 후 1~2년 이내,입양 고려,1,1,5,5,2,2,2,5,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"도덕적, 타인 배려",1,
2026/03/02 2:37:55 AM GMT+9,고도영,토끼상,늑대상,2명,오직 딸,경제적 안정 후,의학적 도움 적극 시도;무자녀,1,2,1,5,3,5,1,3,2,5,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"회복탄력성, 생활력 강한 사람",1,
2026/02/20 9:22:48 PM GMT+9,황경찬,강아지상,쥐상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,1,1,5,4,4,2,5,2,4,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/03/03 7:12:26 PM GMT+9,하주호,쥐상,늑대상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,입양 고려,5,1,4,3,1,5,5,3,3,1,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",1,
2026/02/21 7:15:37 AM GMT+9,배민라,꽃돼지상,원숭이상,2명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,1,1,5,5,4,4,3,2,1,4,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"경제적 성공, 사회적 지위",3,
2026/02/22 9:49:57 AM GMT+9,심현진,여우상,강아지상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,1,1,5,3,3,4,1,4,3,5,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",4,
2026/03/03 6:28:03 PM GMT+9,황율율,햄스터상,너구리상,그 이상,되는대로,경제적 안정 후,무자녀;의학적 도움 적극 시도,1,1,5,5,3,5,3,3,1,4,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"회복탄력성, 생활력 강한 사람",1,
2026/03/06 2:04:58 PM GMT+9,강온주,여우상,쿼카상,2명,오직 딸,경제적 안정 후,입양 고려;의학적 도움 적극 시도,2,1,4,5,2,5,1,3,1,2,1,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",2,
2026/02/28 4:26:40 PM GMT+9,황민준,여우상,오리상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,5,3,4,4,2,4,1,5,2,1,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",3,
2026/02/21 6:43:40 PM GMT+9,오연서,여우상,쿼카상,2명,아들1 딸2,결혼 후 1~2년 이내,무자녀;입양 고려,3,2,5,5,2,4,2,4,2,5,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"자신이 좋아하는 일, 행복",5,
2026/02/28 11:28:13 PM GMT+9,양린솔,여우상,원숭이상,2명,"딸 1명, 아들 1명",결혼 즉시,무자녀,2,1,4,4,2,4,5,4,2,2,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",3,
2026/02/25 9:12:45 AM GMT+9,황태경,오리상,고양이상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,무자녀,2,1,4,3,2,4,5,4,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",4,
2026/03/01 10:32:06 AM GMT+9,임율태,곰상,공룡상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도,2,4,5,5,2,1,2,4,4,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",1,
2026/02/23 7:49:24 PM GMT+9,장태윤,강아지상,원숭이상,1명,오직 딸,경제적 안정 후,입양 고려,2,2,5,5,2,2,1,3,1,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",3,
2026/03/08 5:07:17 PM GMT+9,전주지,공룡상,꼬부기상,2명,오직 딸,결혼 후 1~2년 이내,입양 고려;무자녀;의학적 도움 적극 시도,2,1,5,5,5,4,3,5,3,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",2,
2026/02/23 1:34:25 PM GMT+9,오은찬,늑대상,늑대상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도;무자녀,3,2,4,5,4,2,1,3,1,4,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",3,
2026/02/26 7:21:00 PM GMT+9,황연윤,꼬부기상,쥐상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,3,5,5,4,5,1,3,2,4,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",4,
2026/03/04 4:07:36 PM GMT+9,심도진,여우상,쿼카상,1명,오직 딸,결혼 후 1~2년 이내,무자녀,3,1,4,4,5,5,5,4,1,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/02/28 11:54:43 AM GMT+9,안연훈,햄스터상,고양이상,2명,오직 딸,경제적 안정 후,무자녀;의학적 도움 적극 시도,4,1,5,4,3,4,2,4,2,1,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",4,
2026/02/25 10:29:32 PM GMT+9,노별연,여우상,알파카상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,3,3,4,4,2,3,2,4,1,4,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",3,
2026/02/23 11:33:52 AM GMT+9,권온혜,곰상,코알라상,2명,"딸 1명, 아들 1명",결혼 즉시,의학적 도움 적극 시도;무자녀;입양 고려,5,3,4,5,4,4,4,2,4,5,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",3,
2026/03/05 12:45:40 AM GMT+9,임지은,곰상,강아지상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도,4,2,5,5,3,4,3,3,4,4,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",3,
2026/03/01 9:52:45 AM GMT+9,황진서,고양이상,고양이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,4,3,4,4,2,1,3,4,4,4,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"회복탄력성, 생활력 강한 사람",2,
2026/03/07 1:20:13 AM GMT+9,조주민,여우상,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도,1,3,5,5,2,3,5,1,3,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",2,
2026/03/05 4:54:22 AM GMT+9,정린경,고양이상,토끼상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려;무자녀,4,1,5,5,3,4,4,4,4,5,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"도덕적, 타인 배려",2,https://drive.google.com/u/0/open?usp=forms_web&id=1vIzRJ4Im86hUXmTW1R7XuSG_LbEnWW9J
2026/02/25 11:17:28 AM GMT+9,권진겸,꽃돼지상,알파카상,1명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,5,2,4,5,4,4,5,4,1,5,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",3,
2026/03/07 9:19:30 PM GMT+9,송림은,고양이상,고양이상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도,2,3,4,3,2,5,5,4,1,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"도덕적, 타인 배려",4,
2026/02/26 1:47:53 AM GMT+9,신빈솔,곰상,곰상,1명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,1,1,5,3,3,3,4,1,1,5,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",4,
2026/03/04 2:17:22 AM GMT+9,정겸하,공룡상,원숭이상,1명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,2,2,5,4,4,4,4,4,3,4,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"회복탄력성, 생활력 강한 사람",5,
2026/02/23 12:33:19 AM GMT+9,김율혜,여우상,곰상,1명,오직 딸,경제적 안정 후,입양 고려,4,2,5,4,2,4,2,4,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",1,
2026/02/22 6:24:27 AM GMT+9,유수혜,여우상,말상,2명,오직 딸,결혼 후 1~2년 이내,무자녀,1,1,5,4,2,4,4,5,4,5,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"자신이 좋아하는 일, 행복",1,
2026/02/25 9:46:49 AM GMT+9,송혜은,고양이상,코알라상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,4,2,5,4,3,4,3,4,2,2,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"도덕적, 타인 배려",5,
2026/02/22 7:23:47 AM GMT+9,손현훈,강아지상,오리상,2명,오직 딸,결혼 후 3~5년 이내,입양 고려,2,3,4,4,2,5,4,3,1,4,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/03/07 12:42:10 AM GMT+9,유린우,곰상,고양이상,2명,되는대로,경제적 안정 후,무자녀,3,2,5,5,4,4,2,4,4,4,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",2,
2026/03/05 7:03:23 PM GMT+9,서성영,곰상,코알라상,1명,오직 딸,경제적 안정 후,무자녀,4,1,5,4,3,2,4,1,1,4,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",2,
2026/02/20 6:19:27 AM GMT+9,이민윤,오리상,오리상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,3,2,5,5,3,3,2,3,3,5,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"자신이 좋아하는 일, 행복",2,
2026/02/23 11:36:49 PM GMT+9,전별태,강아지상,강아지상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,3,2,4,4,4,4,2,3,2,3,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/03/02 3:08:29 PM GMT+9,임진린,고양이상,고양이상,1명,"딸 2명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,4,1,5,5,3,2,4,5,4,4,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"자신이 좋아하는 일, 행복",2,
2026/02/24 9:55:14 AM GMT+9,임은솔,여우상,여우상,2명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,2,1,5,3,3,2,4,1,2,4,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",4,
2026/02/23 7:44:41 PM GMT+9,남호호,원숭이상,너구리상,2명,오직 딸,경제적 안정 후,입양 고려;의학적 도움 적극 시도,1,1,4,5,5,1,5,3,3,5,5,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/03/07 7:50:15 AM GMT+9,신태우,고양이상,꼬부기상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,4,3,4,4,2,4,4,4,4,2,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"회복탄력성, 생활력 강한 사람",3,
2026/02/23 8:33:48 AM GMT+9,백담지,코알라상,원숭이상,1명,오직 딸,결혼 즉시,무자녀;의학적 도움 적극 시도,2,1,5,5,4,3,4,2,2,4,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",3,
2026/02/26 6:08:10 PM GMT+9,배윤빈,말상,햄스터상,2명,오직 딸,결혼 즉시,입양 고려,2,1,4,5,3,2,1,1,1,4,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",3,
2026/02/25 4:13:20 AM GMT+9,노서훈,알파카상,꼬부기상,2명,오직 딸,경제적 안정 후,무자녀;의학적 도움 적극 시도;입양 고려,2,1,5,5,4,3,5,5,3,5,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",2,
2026/03/06 8:07:40 AM GMT+9,김태라,여우상,토끼상,3명,오직 딸,결혼 후 1~2년 이내,입양 고려,4,1,4,3,1,5,5,4,4,1,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",2,
2026/02/25 8:48:14 PM GMT+9,최별도,공룡상,강아지상,2명,"딸 1명, 아들 1명",결혼 즉시,입양 고려;무자녀,4,1,5,4,4,5,4,2,4,4,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"경제적 성공, 사회적 지위",3,
2026/02/26 8:52:44 AM GMT+9,박혜찬,여우상,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,4,5,5,5,2,4,5,1,1,1,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",5,"자신이 좋아하는 일, 행복",5,
2026/03/08 8:09:12 AM GMT+9,한담빈,고양이상,알파카상,3명,아들1 딸2,결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,2,3,5,5,5,4,5,4,3,5,1,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",3,
2026/02/23 5:57:59 AM GMT+9,장림수,강아지상,강아지상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,3,2,5,5,2,3,2,4,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",4,
2026/03/05 4:03:18 AM GMT+9,박율빈,말상,원숭이상,1명,오직 딸,경제적 안정 후,무자녀;입양 고려,3,1,5,5,2,4,1,3,2,2,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
