타임스탬프,0. 당신의 성함,0. 당신의 이상형,1-1. 희망하는 자녀 수,1-2. 희망하는 자녀 구성,1-3. 자녀 갖고 싶은 시기,1-4. 생물학적 출산이 어려움 발생 시 대안,"""1. 자녀 계획 및 가족 구성 항목""에 대해 중요도 ","아이가 ""오늘만 양치 안하고 그냥 자면 안돼요? 라고 칭얼거릴 때 어떻게 하시겠습니까?  ",평소 밤 9시에 자기로 약속했습니다. 그런데 오늘 아이가 읽고 싶어 하던 동화책 시리즈의 마지막 권을 다 읽고 싶다며 30분만 더 시간을 달라고 합니다.,"경쟁 상황에서의 태도 아이가 운동 경기나 대회에서 아쉽게 2등을 했습니다. 아이는 충분히 잘했다고 기뻐하는데, 당신의 마음속 생각은?","재능 발견과 교육 아이가 특정 분야(예: 피아노, 운동)에 천재적인 재능을 보입니다. 이때 당신의 교육 방향은?","두 사람의 훈육 방식이 부딪힐 때, 누구의 의견을 따라야 한다고 생각하시나요?","한 명은 퇴근 후 아이와 놀아주고, 한 명은 밀린 집안일을 해야 하는 상황입니다.",맞벌이 상황 등에서 조부모님이 아이를 봐주겠다고 제안하신다면?,"양가 어르신들이 본인의 가치관과 다른 육아 조언(예: ""애를 너무 손타게 키운다"", ""사탕 좀 주면 어떠냐"")을 하실 때 당신의 생각은?","주말에 아이와 동물원에 가기로 했는데, 아침에 일어나니 갑자기 비가 옵니다. 이때 당신의 반응은?",아이의 교육 자금이나 미래 리스크를 대비하는 당신의 생각은?,4-1. 자녀 교육비/양육비 지출 비중,"4-2. 육아 휴직, 양육 부담","""4. 경제적 지원 및 가사 분담""에 대해 중요도 ","5-1. 자녀 가치관, 어떤 사람이 되길 바라는가? ","""5. 자녀 가치관""에 대해 중요도 ",Unnamed: 23
2026/02/23 1:11:57 AM GMT+9,황라겸,여우상,3명,"딸 2명, 아들 1명",결혼 후 1~2년 이내,무자녀;입양 고려,1,4,5,5,5,5,5,5,3,5,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"도덕적, 타인 배려",3,
2026/02/28 2:06:37 PM GMT+9,배솔준,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,2,4,5,5,2,4,5,4,2,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",4,
2026/03/01 9:36:54 PM GMT+9,문찬주,고양이상,2명,오직 딸,경제적 안정 후,무자녀;의학적 도움 적극 시도,1,1,5,3,3,4,1,2,2,4,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",5,"자신이 좋아하는 일, 행복",4,
2026/02/23 2:50:20 PM GMT+9,송예서,다람쥐상,3명,딸2 아들1,결혼 후 1~2년 이내,입양 고려,5,3,5,5,4,4,5,4,2,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"회복탄력성, 생활력 강한 사람",1,
2026/02/25 7:13:59 AM GMT+9,황하윤,토끼상,1명,오직 딸,결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도,3,1,2,5,4,4,5,5,2,5,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"회복탄력성, 생활력 강한 사람",2,
2026/02/27 8:53:55 AM GMT+9,허솔나,여우상,1명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,2,2,2,4,4,5,2,4,2,4,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",1,
2026/03/03 10:13:26 PM GMT+9,배은솔,곰상,3명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,무자녀,1,1,1,5,5,5,5,3,3,5,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"자신이 좋아하는 일, 행복",4,
2026/02/28 4:09:09 AM GMT+9,최혜태,너구리상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀;입양 고려;의학적 도움 적극 시도,2,1,5,5,5,3,3,5,2,5,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"자신이 좋아하는 일, 행복",2,
2026/02/21 2:10:21 PM GMT+9,배빈우,고양이상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,2,2,5,5,4,3,2,4,3,5,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",5,
2026/02/25 8:00:21 PM GMT+9,임겸아,토끼상,1명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,1,1,4,4,4,4,2,5,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/02/24 10:14:42 AM GMT+9,백훈하,여우상,1명,오직 딸,경제적 안정 후,입양 고려;의학적 도움 적극 시도,3,2,4,4,4,4,1,3,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",3,
2026/03/01 9:46:29 PM GMT+9,양지연,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,4,1,4,5,3,4,5,5,2,2,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",1,
2026/02/28 5:44:50 PM GMT+9,강아찬,곰상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려;의학적 도움 적극 시도,2,1,5,5,5,3,3,3,3,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,돈과 일에 휘둘리지 않고 균형 잡힌 사람,2,
2026/02/28 3:08:13 PM GMT+9,신별서,강아지상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,5,1,4,4,2,4,1,4,2,2,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,배려와 선의를 실천하는 사람,3,
2026/02/21 8:15:43 AM GMT+9,하호혜,호랑이상,2명,오직 딸,결혼 후 1~2년 이내,무자녀,1,1,5,5,4,3,3,5,3,5,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"도덕적, 타인 배려",2,
2026/02/23 1:20:31 AM GMT+9,장수연,여우상,2명,"딸 1명, 아들 1명",결혼 즉시,의학적 도움 적극 시도;무자녀,5,2,4,5,4,4,4,2,4,5,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"자신이 좋아하는 일, 행복",3,
2026/02/21 3:04:35 AM GMT+9,오예주,강아지상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,2,1,4,3,2,4,5,4,2,4,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",4,
2026/02/23 9:15:11 AM GMT+9,양윤율,오리상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도,3,1,5,5,2,3,2,4,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",4,
2026/02/20 1:14:08 AM GMT+9,송림윤,고양이상,2명,"딸 1명, 아들 1명",경제적 안정 후,무자녀,4,2,5,5,2,5,1,5,1,4,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",5,"자신이 좋아하는 일, 행복",5,
2026/02/24 9:48:09 AM GMT+9,남서율,여우상,1명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,4,1,2,5,4,4,3,5,2,4,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"회복탄력성, 생활력 강한 사람",2,
2026/02/20 11:36:14 AM GMT+9,강준담,너구리상,1명,오직 딸,경제적 안정 후,입양 고려;의학적 도움 적극 시도,1,2,5,3,3,4,3,4,2,2,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",5,
2026/02/24 3:39:05 PM GMT+9,심율라,곰상,1명,되는대로,경제적 안정 후,무자녀,1,1,5,4,3,5,4,4,1,5,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"회복탄력성, 생활력 강한 사람",1,
2026/02/25 5:49:10 PM GMT+9,정하나,너구리상,1명,되는대로,결혼 후 1~2년 이내,무자녀;입양 고려,2,1,5,5,1,5,5,4,1,5,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"도덕적, 타인 배려",5,
2026/02/24 12:39:39 AM GMT+9,조빈연,곰상,3명,오직 딸,결혼 후 1~2년 이내,입양 고려;무자녀,2,1,5,5,4,1,5,5,2,5,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"회복탄력성, 생활력 강한 사람",2,
2026/03/02 5:09:15 PM GMT+9,신준린,강아지상,2명,오직 딸,결혼 후 1~2년 이내,입양 고려,1,2,4,5,4,1,2,4,4,4,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",2,
2026/02/23 7:22:30 AM GMT+9,오겸별,고양이상,3명,되는대로,경제적 안정 후,무자녀;입양 고려,4,3,5,5,5,4,4,4,3,2,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",3,
2026/02/21 2:34:16 AM GMT+9,고율나,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,4,1,5,5,1,4,4,4,2,2,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"도덕적, 타인 배려",5,
2026/02/28 6:30:33 PM GMT+9,남린아,고양이상,1명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,2,1,5,5,5,4,1,3,2,2,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"자신이 좋아하는 일, 행복",2,
2026/02/21 6:29:42 PM GMT+9,유지율,오리상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,무자녀,2,2,4,3,4,1,1,3,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",3,
2026/02/24 4:21:03 PM GMT+9,이라찬,쿼카상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도;입양 고려,3,1,5,5,3,4,4,5,4,4,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"도덕적, 타인 배려",2,
2026/02/23 11:11:04 PM GMT+9,안태빈,토끼상,3명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,2,1,5,5,5,5,5,4,4,5,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"도덕적, 타인 배려",3,
2026/03/01 7:51:11 AM GMT+9,허온율,곰상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,1,5,4,2,4,4,5,2,2,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,자기 감정을 잘 표현하고 조절하는 사람,3,
2026/02/22 11:03:43 PM GMT+9,하준혜,여우상,1명,"딸 1명, 아들 1명",경제적 안정 후,무자녀,2,1,4,3,2,2,1,3,3,2,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/02/22 8:28:11 AM GMT+9,백진하,여우상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,4,1,5,5,1,4,2,4,1,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",2,
2026/03/03 10:21:37 PM GMT+9,김나현,여우상,2명,오직 딸,경제적 안정 후,입양 고려,3,2,5,4,5,2,1,3,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"도덕적, 타인 배려",3,
2026/02/26 4:32:17 PM GMT+9,하윤별,고양이상,2명,오직 딸,결혼 후 1~2년 이내,무자녀,3,2,5,5,2,4,2,4,2,5,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",5,
2026/02/25 6:47:37 AM GMT+9,윤아태,강아지상,1명,오직 딸,결혼 후 3~5년 이내,입양 고려,3,2,4,4,4,5,2,4,3,3,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",2,
2026/03/01 9:09:09 PM GMT+9,심호영,여우상,2명,되는대로,경제적 안정 후,의학적 도움 적극 시도,1,1,4,5,3,4,5,3,1,4,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/02/27 5:55:43 PM GMT+9,최현영,강아지상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,1,1,5,3,3,3,5,3,3,5,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",4,
2026/02/26 10:44:13 AM GMT+9,윤혜주,토끼상,1명,오직 딸,경제적 안정 후,입양 고려;무자녀,4,1,5,4,3,5,4,1,1,4,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",4,
2026/03/02 10:30:31 AM GMT+9,심호성,너구리상,1명,오직 딸,결혼 후 1~2년 이내,무자녀;입양 고려;의학적 도움 적극 시도,3,2,4,4,4,5,2,4,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/03/02 6:06:16 PM GMT+9,전주별,여우상,2명,오직 딸,경제적 안정 후,무자녀;입양 고려;의학적 도움 적극 시도,4,2,4,5,4,1,2,4,4,1,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",4,
2026/02/21 10:57:50 PM GMT+9,정주온,강아지상,1명,오직 딸,경제적 안정 후,무자녀,2,1,5,5,5,3,1,3,2,2,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"회복탄력성, 생활력 강한 사람",2,
2026/02/20 6:56:07 PM GMT+9,노은진,너구리상,2명,오직 딸,결혼 즉시,의학적 도움 적극 시도,4,1,5,4,2,4,5,3,3,1,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",4,
2026/02/22 1:28:23 AM GMT+9,양호담,곰상,2명,오직 딸,결혼 후 1~2년 이내,무자녀,5,1,4,3,1,5,5,4,2,1,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",5,
2026/02/26 12:50:17 AM GMT+9,배주준,꽃돼지상,1명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도,2,2,4,4,4,2,3,3,2,4,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",3,
2026/03/01 2:29:27 PM GMT+9,권혜나,곰상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,2,1,5,4,4,4,4,4,3,5,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,돈과 일에 휘둘리지 않고 균형 잡힌 사람,5,
2026/02/26 5:42:00 AM GMT+9,하빈준,고양이상,2명,오직 딸,결혼 후 1~2년 이내,입양 고려;의학적 도움 적극 시도;무자녀,2,4,4,5,1,1,4,4,4,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",3,
2026/02/25 7:49:09 AM GMT+9,고라호,곰상,2명,오직 딸,결혼 후 3~5년 이내,입양 고려;의학적 도움 적극 시도,4,1,5,5,2,4,5,4,1,2,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"자신이 좋아하는 일, 행복",2,
2026/02/22 6:31:20 PM GMT+9,유하별,여우상,3명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,2,3,4,5,1,4,5,4,3,5,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",3,
2026/02/20 9:35:01 PM GMT+9,양라아,강아지상,2명,오직 딸,결혼 즉시,의학적 도움 적극 시도;입양 고려;무자녀,5,1,5,4,4,4,4,2,1,4,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,자기주도적으로 배우고 성장하는 사람,2,
2026/02/21 11:36:53 AM GMT+9,이아솔,강아지상,1명,"딸 2명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도;입양 고려,5,2,5,5,2,4,4,3,3,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",3,
2026/03/02 1:55:54 PM GMT+9,홍솔라,곰상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려;의학적 도움 적극 시도;무자녀,2,3,4,5,4,5,4,4,4,4,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"회복탄력성, 생활력 강한 사람",3,
2026/02/26 10:35:06 PM GMT+9,조예윤,고양이상,2명,오직 딸,경제적 안정 후,무자녀,2,1,5,5,3,5,3,3,1,5,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",1,
2026/03/01 2:58:45 PM GMT+9,박하겸,오리상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도;무자녀,2,1,4,5,2,4,5,4,2,2,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",2,
2026/03/01 8:41:59 PM GMT+9,안영경,여우상,2명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도;무자녀,2,3,4,5,4,3,4,1,2,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"회복탄력성, 생활력 강한 사람",2,
2026/03/02 12:00:02 AM GMT+9,한별태,사슴상,2명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도,3,2,4,5,4,4,2,2,2,2,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",2,
2026/02/21 6:29:49 AM GMT+9,홍훈민,여우상,2명,오직 딸,경제적 안정 후,입양 고려,4,1,1,5,4,5,5,3,3,5,5,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"도덕적, 타인 배려",1,
2026/02/21 9:20:40 AM GMT+9,이호준,곰상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,4,2,4,4,2,4,4,5,4,4,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"도덕적, 타인 배려",3,
2026/02/20 7:33:29 PM GMT+9,배훈준,고양이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,1,2,5,5,2,3,2,4,2,5,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",5,
2026/02/21 12:57:31 PM GMT+9,안솔솔,여우상,2명,오직 딸,결혼 후 1~2년 이내,입양 고려;의학적 도움 적극 시도,2,5,4,5,2,5,1,4,2,1,5,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"회복탄력성, 생활력 강한 사람",2,
2026/02/20 12:34:54 AM GMT+9,전영아,곰상,2명,오직 딸,경제적 안정 후,입양 고려,1,2,5,5,4,4,1,4,3,5,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"자신이 좋아하는 일, 행복",3,
2026/02/22 11:32:28 PM GMT+9,유혜지,곰상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,4,3,5,4,2,4,4,4,4,4,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",2,
2026/02/25 7:00:41 PM GMT+9,신솔림,곰상,2명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,1,1,1,5,5,5,2,3,3,5,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"회복탄력성, 생활력 강한 사람",2,
2026/02/20 11:22:39 AM GMT+9,배지영,햄스터상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,4,1,4,3,5,5,5,4,3,2,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",2,
2026/02/23 12:26:43 PM GMT+9,심서경,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀;입양 고려,2,5,4,4,2,1,2,4,4,5,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"도덕적, 타인 배려",4,
2026/02/25 10:24:16 PM GMT+9,손준서,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,3,1,5,5,2,3,2,4,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",5,
2026/02/20 3:12:29 AM GMT+9,심아서,여우상,1명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀;입양 고려,4,1,5,4,2,2,4,5,1,5,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",4,
2026/02/28 2:58:01 AM GMT+9,박준훈,여우상,2명,"딸 2명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,4,3,4,4,3,4,4,4,4,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/02/20 12:08:14 PM GMT+9,박도호,여우상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,1,1,5,4,2,2,5,2,4,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",1,
2026/02/28 12:56:40 AM GMT+9,송지솔,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,1,1,5,3,5,2,1,5,3,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,정서적으로 안정되고 공감할 줄 아는 사람,2,
2026/02/20 12:39:18 PM GMT+9,허진겸,강아지상,2명,"딸 1명, 아들 1명",경제적 안정 후,무자녀,4,1,3,5,4,4,2,2,2,2,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"도덕적, 타인 배려",2,
2026/03/03 5:16:25 AM GMT+9,유찬준,강아지상,1명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,1,1,3,3,4,5,5,2,1,5,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"도덕적, 타인 배려",2,
2026/02/23 1:45:46 AM GMT+9,임영라,강아지상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,입양 고려;의학적 도움 적극 시도;무자녀,2,1,5,3,2,4,5,4,4,5,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"도덕적, 타인 배려",4,
2026/03/02 6:07:06 AM GMT+9,황린훈,토끼상,3명,아들1 딸2,경제적 안정 후,무자녀,2,3,4,4,5,4,5,4,3,5,1,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",3,
2026/02/27 10:41:36 PM GMT+9,배별아,고슴도치상,1명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,3,2,4,3,2,5,2,4,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",4,
2026/02/20 9:14:03 AM GMT+9,허솔별,여우상,3명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,2,3,5,4,5,4,5,5,3,5,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",3,
2026/02/20 8:11:01 AM GMT+9,양아겸,고양이상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,무자녀,2,1,5,3,2,4,5,4,3,4,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,책임감 있고 약속을 지키는 사람,4,
2026/02/27 6:22:27 AM GMT+9,백지솔,고양이상,1명,오직 딸,경제적 안정 후,무자녀,1,2,5,5,5,5,5,4,3,5,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"자신이 좋아하는 일, 행복",1,
2026/02/22 5:15:48 AM GMT+9,심은은,곰상,3명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,2,2,5,5,2,4,5,4,2,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"자신이 좋아하는 일, 행복",1,
2026/03/02 3:09:45 PM GMT+9,신나수,여우상,3명,"딸 2명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,5,5,5,5,5,5,5,3,5,3,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",3,
2026/02/20 8:44:56 PM GMT+9,권아준,토끼상,1명,오직 딸,경제적 안정 후,입양 고려;의학적 도움 적극 시도,5,4,4,4,3,2,1,5,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",5,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",3,
2026/02/21 5:18:46 AM GMT+9,김우나,고양이상,2명,오직 딸,결혼 후 3~5년 이내,무자녀;의학적 도움 적극 시도;입양 고려,4,2,4,5,4,1,2,4,4,4,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",2,
